id,domain,scope,lens,impact,criterion,status
NV-03-09,Navigation,"estructura, orientación y descubrimiento",hierarchy,alto,"En estructura, orientación y descubrimiento, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-03-10,Navigation,"estructura, orientación y descubrimiento",hierarchy,alto,"En estructura, orientación y descubrimiento, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-04-01,Navigation,"estructura, orientación y descubrimiento",coherence,alto,"En estructura, orientación y descubrimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-04-02,Navigation,"estructura, orientación y descubrimiento",coherence,alto,"En estructura, orientación y descubrimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-04-03,Navigation,"estructura, orientación y descubrimiento",coherence,alto,"En estructura, orientación y descubrimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-04-04,Navigation,"estructura, orientación y descubrimiento",coherence,alto,"En estructura, orientación y descubrimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-04-05,Navigation,"estructura, orientación y descubrimiento",coherence,alto,"En estructura, orientación y descubrimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-04-06,Navigation,"estructura, orientación y descubrimiento",coherence,alto,"En estructura, orientación y descubrimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-04-07,Navigation,"estructura, orientación y descubrimiento",coherence,alto,"En estructura, orientación y descubrimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-04-08,Navigation,"estructura, orientación y descubrimiento",coherence,alto,"En estructura, orientación y descubrimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-04-09,Navigation,"estructura, orientación y descubrimiento",coherence,alto,"En estructura, orientación y descubrimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-04-10,Navigation,"estructura, orientación y descubrimiento",coherence,alto,"En estructura, orientación y descubrimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-05-01,Navigation,"estructura, orientación y descubrimiento",inclusion,crítico,"En estructura, orientación y descubrimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-05-02,Navigation,"estructura, orientación y descubrimiento",inclusion,crítico,"En estructura, orientación y descubrimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-05-03,Navigation,"estructura, orientación y descubrimiento",inclusion,crítico,"En estructura, orientación y descubrimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-05-04,Navigation,"estructura, orientación y descubrimiento",inclusion,crítico,"En estructura, orientación y descubrimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-05-05,Navigation,"estructura, orientación y descubrimiento",inclusion,crítico,"En estructura, orientación y descubrimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-05-06,Navigation,"estructura, orientación y descubrimiento",inclusion,crítico,"En estructura, orientación y descubrimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-05-07,Navigation,"estructura, orientación y descubrimiento",inclusion,crítico,"En estructura, orientación y descubrimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-05-08,Navigation,"estructura, orientación y descubrimiento",inclusion,crítico,"En estructura, orientación y descubrimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-05-09,Navigation,"estructura, orientación y descubrimiento",inclusion,crítico,"En estructura, orientación y descubrimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-05-10,Navigation,"estructura, orientación y descubrimiento",inclusion,crítico,"En estructura, orientación y descubrimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-06-01,Navigation,"estructura, orientación y descubrimiento",feedback,alto,"En estructura, orientación y descubrimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-06-02,Navigation,"estructura, orientación y descubrimiento",feedback,alto,"En estructura, orientación y descubrimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-06-03,Navigation,"estructura, orientación y descubrimiento",feedback,alto,"En estructura, orientación y descubrimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-06-04,Navigation,"estructura, orientación y descubrimiento",feedback,alto,"En estructura, orientación y descubrimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-06-05,Navigation,"estructura, orientación y descubrimiento",feedback,alto,"En estructura, orientación y descubrimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-06-06,Navigation,"estructura, orientación y descubrimiento",feedback,alto,"En estructura, orientación y descubrimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-06-07,Navigation,"estructura, orientación y descubrimiento",feedback,alto,"En estructura, orientación y descubrimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-06-08,Navigation,"estructura, orientación y descubrimiento",feedback,alto,"En estructura, orientación y descubrimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-06-09,Navigation,"estructura, orientación y descubrimiento",feedback,alto,"En estructura, orientación y descubrimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-06-10,Navigation,"estructura, orientación y descubrimiento",feedback,alto,"En estructura, orientación y descubrimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-07-01,Navigation,"estructura, orientación y descubrimiento",performance,crítico,"En estructura, orientación y descubrimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-07-02,Navigation,"estructura, orientación y descubrimiento",performance,crítico,"En estructura, orientación y descubrimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-07-03,Navigation,"estructura, orientación y descubrimiento",performance,crítico,"En estructura, orientación y descubrimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-07-04,Navigation,"estructura, orientación y descubrimiento",performance,crítico,"En estructura, orientación y descubrimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-07-05,Navigation,"estructura, orientación y descubrimiento",performance,crítico,"En estructura, orientación y descubrimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-07-06,Navigation,"estructura, orientación y descubrimiento",performance,crítico,"En estructura, orientación y descubrimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-07-07,Navigation,"estructura, orientación y descubrimiento",performance,crítico,"En estructura, orientación y descubrimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-07-08,Navigation,"estructura, orientación y descubrimiento",performance,crítico,"En estructura, orientación y descubrimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-07-09,Navigation,"estructura, orientación y descubrimiento",performance,crítico,"En estructura, orientación y descubrimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-07-10,Navigation,"estructura, orientación y descubrimiento",performance,crítico,"En estructura, orientación y descubrimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-08-01,Navigation,"estructura, orientación y descubrimiento",responsive,crítico,"En estructura, orientación y descubrimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-08-02,Navigation,"estructura, orientación y descubrimiento",responsive,crítico,"En estructura, orientación y descubrimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-08-03,Navigation,"estructura, orientación y descubrimiento",responsive,crítico,"En estructura, orientación y descubrimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-08-04,Navigation,"estructura, orientación y descubrimiento",responsive,crítico,"En estructura, orientación y descubrimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-08-05,Navigation,"estructura, orientación y descubrimiento",responsive,crítico,"En estructura, orientación y descubrimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-08-06,Navigation,"estructura, orientación y descubrimiento",responsive,crítico,"En estructura, orientación y descubrimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-08-07,Navigation,"estructura, orientación y descubrimiento",responsive,crítico,"En estructura, orientación y descubrimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-08-08,Navigation,"estructura, orientación y descubrimiento",responsive,crítico,"En estructura, orientación y descubrimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-08-09,Navigation,"estructura, orientación y descubrimiento",responsive,crítico,"En estructura, orientación y descubrimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-08-10,Navigation,"estructura, orientación y descubrimiento",responsive,crítico,"En estructura, orientación y descubrimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-09-01,Navigation,"estructura, orientación y descubrimiento",distinctiveness,alto,"En estructura, orientación y descubrimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-09-02,Navigation,"estructura, orientación y descubrimiento",distinctiveness,alto,"En estructura, orientación y descubrimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-09-03,Navigation,"estructura, orientación y descubrimiento",distinctiveness,alto,"En estructura, orientación y descubrimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-09-04,Navigation,"estructura, orientación y descubrimiento",distinctiveness,alto,"En estructura, orientación y descubrimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-09-05,Navigation,"estructura, orientación y descubrimiento",distinctiveness,alto,"En estructura, orientación y descubrimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-09-06,Navigation,"estructura, orientación y descubrimiento",distinctiveness,alto,"En estructura, orientación y descubrimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-09-07,Navigation,"estructura, orientación y descubrimiento",distinctiveness,alto,"En estructura, orientación y descubrimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-09-08,Navigation,"estructura, orientación y descubrimiento",distinctiveness,alto,"En estructura, orientación y descubrimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-09-09,Navigation,"estructura, orientación y descubrimiento",distinctiveness,alto,"En estructura, orientación y descubrimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-09-10,Navigation,"estructura, orientación y descubrimiento",distinctiveness,alto,"En estructura, orientación y descubrimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-10-01,Navigation,"estructura, orientación y descubrimiento",verification,crítico,"En estructura, orientación y descubrimiento, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-10-02,Navigation,"estructura, orientación y descubrimiento",verification,crítico,"En estructura, orientación y descubrimiento, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-10-03,Navigation,"estructura, orientación y descubrimiento",verification,crítico,"En estructura, orientación y descubrimiento, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-10-04,Navigation,"estructura, orientación y descubrimiento",verification,crítico,"En estructura, orientación y descubrimiento, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-10-05,Navigation,"estructura, orientación y descubrimiento",verification,crítico,"En estructura, orientación y descubrimiento, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-10-06,Navigation,"estructura, orientación y descubrimiento",verification,crítico,"En estructura, orientación y descubrimiento, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-10-07,Navigation,"estructura, orientación y descubrimiento",verification,crítico,"En estructura, orientación y descubrimiento, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-10-08,Navigation,"estructura, orientación y descubrimiento",verification,crítico,"En estructura, orientación y descubrimiento, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-10-09,Navigation,"estructura, orientación y descubrimiento",verification,crítico,"En estructura, orientación y descubrimiento, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NV-10-10,Navigation,"estructura, orientación y descubrimiento",verification,crítico,"En estructura, orientación y descubrimiento, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-01-01,Content,"contenido, voz y claridad",intent,estratégico,"En contenido, voz y claridad, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-01-02,Content,"contenido, voz y claridad",intent,estratégico,"En contenido, voz y claridad, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-01-03,Content,"contenido, voz y claridad",intent,estratégico,"En contenido, voz y claridad, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-01-04,Content,"contenido, voz y claridad",intent,estratégico,"En contenido, voz y claridad, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-01-05,Content,"contenido, voz y claridad",intent,estratégico,"En contenido, voz y claridad, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-01-06,Content,"contenido, voz y claridad",intent,estratégico,"En contenido, voz y claridad, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-01-07,Content,"contenido, voz y claridad",intent,estratégico,"En contenido, voz y claridad, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-01-08,Content,"contenido, voz y claridad",intent,estratégico,"En contenido, voz y claridad, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-01-09,Content,"contenido, voz y claridad",intent,estratégico,"En contenido, voz y claridad, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-01-10,Content,"contenido, voz y claridad",intent,estratégico,"En contenido, voz y claridad, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-02-01,Content,"contenido, voz y claridad",audience,alto,"En contenido, voz y claridad, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-02-02,Content,"contenido, voz y claridad",audience,alto,"En contenido, voz y claridad, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-02-03,Content,"contenido, voz y claridad",audience,alto,"En contenido, voz y claridad, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-02-04,Content,"contenido, voz y claridad",audience,alto,"En contenido, voz y claridad, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-02-05,Content,"contenido, voz y claridad",audience,alto,"En contenido, voz y claridad, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-02-06,Content,"contenido, voz y claridad",audience,alto,"En contenido, voz y claridad, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-02-07,Content,"contenido, voz y claridad",audience,alto,"En contenido, voz y claridad, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-02-08,Content,"contenido, voz y claridad",audience,alto,"En contenido, voz y claridad, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-02-09,Content,"contenido, voz y claridad",audience,alto,"En contenido, voz y claridad, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-02-10,Content,"contenido, voz y claridad",audience,alto,"En contenido, voz y claridad, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-03-01,Content,"contenido, voz y claridad",hierarchy,alto,"En contenido, voz y claridad, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-03-02,Content,"contenido, voz y claridad",hierarchy,alto,"En contenido, voz y claridad, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-03-03,Content,"contenido, voz y claridad",hierarchy,alto,"En contenido, voz y claridad, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-03-04,Content,"contenido, voz y claridad",hierarchy,alto,"En contenido, voz y claridad, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-03-05,Content,"contenido, voz y claridad",hierarchy,alto,"En contenido, voz y claridad, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-03-06,Content,"contenido, voz y claridad",hierarchy,alto,"En contenido, voz y claridad, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-03-07,Content,"contenido, voz y claridad",hierarchy,alto,"En contenido, voz y claridad, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-03-08,Content,"contenido, voz y claridad",hierarchy,alto,"En contenido, voz y claridad, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-03-09,Content,"contenido, voz y claridad",hierarchy,alto,"En contenido, voz y claridad, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-03-10,Content,"contenido, voz y claridad",hierarchy,alto,"En contenido, voz y claridad, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-04-01,Content,"contenido, voz y claridad",coherence,alto,"En contenido, voz y claridad, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-04-02,Content,"contenido, voz y claridad",coherence,alto,"En contenido, voz y claridad, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-04-03,Content,"contenido, voz y claridad",coherence,alto,"En contenido, voz y claridad, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-04-04,Content,"contenido, voz y claridad",coherence,alto,"En contenido, voz y claridad, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-04-05,Content,"contenido, voz y claridad",coherence,alto,"En contenido, voz y claridad, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-04-06,Content,"contenido, voz y claridad",coherence,alto,"En contenido, voz y claridad, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-04-07,Content,"contenido, voz y claridad",coherence,alto,"En contenido, voz y claridad, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-04-08,Content,"contenido, voz y claridad",coherence,alto,"En contenido, voz y claridad, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-04-09,Content,"contenido, voz y claridad",coherence,alto,"En contenido, voz y claridad, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-04-10,Content,"contenido, voz y claridad",coherence,alto,"En contenido, voz y claridad, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-05-01,Content,"contenido, voz y claridad",inclusion,crítico,"En contenido, voz y claridad, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-05-02,Content,"contenido, voz y claridad",inclusion,crítico,"En contenido, voz y claridad, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-05-03,Content,"contenido, voz y claridad",inclusion,crítico,"En contenido, voz y claridad, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-05-04,Content,"contenido, voz y claridad",inclusion,crítico,"En contenido, voz y claridad, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-05-05,Content,"contenido, voz y claridad",inclusion,crítico,"En contenido, voz y claridad, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
CT-05-06,Content,"contenido, voz y claridad",inclusion,crítico,"En contenido, voz y claridad, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
